author,commit_title
['joelhy'],"['\n      Merge pull request ', <a class=""issue-link js-issue-link"" data-error-text=""Failed to load issue title"" data-hovercard-type=""pull_request"" data-hovercard-url=""/flipboxstudio/lumen-generator/pull/67/hovercard"" data-id=""524769852"" data-permission-text=""Issue title is private"" data-url=""https://github.com/flipboxstudio/lumen-generator/issues/67"" href=""https://github.com/flipboxstudio/lumen-generator/pull/67"">#67</a>, ' from joelhy/bugfix/implode-order\n    ']"
